3.199570582496167845e+04,2.827858654460187972e+04,2.529245770748805808e+04,2.304280542140626130e+04,2.144861367934990267e+04,2.038684566564681154e+04,1.971506282400949931e+04,1.928698162985866657e+04,1.897530633883236078e+04,1.870120322734427828e+04,1.844971489833478699e+04,1.825057167121223029e+04,1.813208945375716576e+04,1.808081790339034706e+04,1.803788818820815504e+04,1.794080865540257219e+04,1.778151845495466841e+04,1.762350958835002893e+04,1.755351120645692936e+04,1.760979989578486493e+04,1.774721659682035170e+04,1.786969719062508375e+04,1.791407774507187423e+04,1.791030388201510505e+04,1.794786186389950308e+04,1.807883902913590282e+04,1.825168525078156381e+04,1.833850852291620322e+04,1.824772832324437331e+04,1.802137329929704356e+04,1.780864814740911243e+04,1.775095448956745895e+04,1.789600205547794758e+04,1.818907106587726958e+04,1.852384718175575472e+04,1.881579129581597226e+04,1.904511217377326830e+04,1.923543682675890886e+04,1.939678694926711250e+04,1.949276218375126336e+04,1.946305070068073110e+04,1.928281156843820645e+04,1.900622020721079389e+04,1.875615397070885228e+04,1.867688966717673611e+04,1.889367757544514825e+04,1.949902157143175646e+04,2.055624288676021388e+04
2.857891196977759682e+04,2.522858072241064292e+04,2.244169035178152990e+04,2.027469602153046435e+04,1.868595901350358326e+04,1.758537995188368950e+04,1.686255968036987906e+04,1.640224065056876498e+04,1.609878523581455192e+04,1.587401631798922426e+04,1.569011412060129260e+04,1.554414227588185713e+04,1.544317897736095074e+04,1.537745123506066375e+04,1.531380622630205289e+04,1.521810827900843105e+04,1.508923156389277756e+04,1.496969583083878388e+04,1.491643493092973222e+04,1.495503623472802428e+04,1.505591775815430628e+04,1.515465411206463978e+04,1.520619262622234965e+04,1.522473949644117056e+04,1.526376540666089750e+04,1.535306083228011630e+04,1.545525735548460580e+04,1.548708485165972343e+04,1.539639457582210525e+04,1.522316387835653222e+04,1.507681451750591441e+04,1.505663875529392135e+04,1.519186429909756589e+04,1.543506552972347345e+04,1.570025960054551433e+04,1.591943694926728676e+04,1.607660595966650726e+04,1.619265412814027877e+04,1.628195993092973731e+04,1.632581594048652732e+04,1.628605500343686435e+04,1.614596643218256031e+04,1.594242274218936473e+04,1.576220419576928180e+04,1.571100567085743569e+04,1.588379785638266185e+04,1.635227305760660238e+04,1.716521335672627902e+04
4.858089573493886746e+03,4.340192384531838798e+03,3.890707961373851958e+03,3.527950455664207766e+03,3.252614534690347227e+03,3.055138840661647919e+03,2.920853326570432728e+03,2.833058760726396486e+03,2.775400777733425912e+03,2.734419474932924913e+03,2.701750514423813911e+03,2.674413229783368479e+03,2.652541880086051151e+03,2.636062861704245279e+03,2.622904105966874795e+03,2.610093443313610805e+03,2.596580048338092638e+03,2.584823499412403180e+03,2.579289296880184338e+03,2.583169385130504907e+03,2.596484255748479427e+03,2.617209336127187271e+03,2.643828353732898449e+03,2.675830443579667190e+03,2.710491290826841578e+03,2.738850959555638383e+03,2.746974155191911905e+03,2.725420574735567243e+03,2.679713766934977684e+03,2.629708061154344705e+03,2.597486778531673735e+03,2.595371195037582766e+03,2.621659512406034082e+03,2.663835315084586000e+03,2.706689026918551008e+03,2.741014098982234373e+03,2.766607277323228573e+03,2.787466258121024111e+03,2.804508363821813873e+03,2.812639916627863386e+03,2.804511963679908604e+03,2.777810481385399271e+03,2.739902811037931315e+03,2.706151547151833711e+03,2.694221620767632885e+03,2.719253099847001977e+03,2.792042748176228542e+03,2.919248318144526820e+03
1.702295871305354638e+02,1.679762738641655062e+02,1.659284956429186479e+02,1.641726196811459317e+02,1.627360695359094223e+02,1.615800073172354985e+02,1.606084491895604458e+02,1.597138245859110270e+02,1.588581825539369277e+02,1.581606199694005284e+02,1.579342673895203006e+02,1.585979179139228847e+02,1.604305128716820548e+02,1.632352141954362992e+02,1.661275105878184490e+02,1.678734822279884327e+02,1.680734428701312311e+02,1.685820611321765341e+02,1.739814685469739572e+02,1.913845079713514679e+02,2.315732488525252961e+02,3.129551359231917331e+02,4.638957565577946411e+02,6.797376593716036268e+02,7.686179943014227547e+02,5.920750160757417007e+02,3.893327584868832787e+02,2.670971928424127100e+02,2.038105362646623746e+02,1.736284418723253680e+02,1.615071326415221336e+02,1.585145768198844394e+02,1.590115191024193848e+02,1.601460243020914902e+02,1.615842263686557772e+02,1.642394099647446524e+02,1.686972039291341332e+02,1.743566038049629299e+02,1.795547550943481383e+02,1.824649515510319588e+02,1.822168041419992903e+02,1.793583793432225377e+02,1.753503608727463927e+02,1.716888301292709684e+02,1.693438352291632043e+02,1.686579397547623955e+02,1.694935336703696862e+02,1.714373223353067033e+02
9.038300128605956729e+01,8.883480509545712778e+01,8.661525089248121390e+01,8.381012439300242534e+01,8.062819907315034129e+01,7.737539468724335734e+01,7.441663285216975510e+01,7.214423324242211777e+01,7.097432426439578990e+01,7.135864597884665272e+01,7.375746191711587585e+01,7.848348910175432991e+01,8.532515632275668338e+01,9.297982882103863744e+01,9.872191401139728839e+01,9.943981629304485637e+01,9.440639592895632859e+01,8.714642841304682008e+01,8.392558149848106552e+01,9.155106931417563487e+01,1.179042439965410978e+02,1.747603289429921745e+02,2.767729860972522715e+02,4.078548776026091218e+02,4.491389066276418021e+02,3.433234145989947024e+02,2.204607402603161574e+02,1.418846493270364704e+02,9.950989822390729955e+01,7.883704738464291495e+01,7.021765061309584155e+01,6.748813166589074797e+01,6.680300949023275336e+01,6.641782633761279442e+01,6.623632563914918592e+01,6.679484910973681622e+01,6.836698762722029699e+01,7.065905951351449232e+01,7.303034379919732544e+01,7.490963491429972976e+01,7.609406084392102798e+01,7.675634548437909643e+01,7.723679571609154948e+01,7.781808188651625358e+01,7.862115900574313798e+01,7.962283698086413608e+01,8.072124659083351617e+01,8.181734849996733772e+01
4.934857424776598833e+01,4.829983480786718530e+01,4.707679660302871127e+01,4.569635413202084351e+01,4.420932836648257336e+01,4.271355517860713746e+01,4.136403301625302475e+01,4.037473225570412438e+01,4.000522905164208964e+01,4.053547140734834642e+01,4.221992006474656733e+01,4.517420175613654720e+01,4.910420741036358550e+01,5.290069569170040609e+01,5.463533448635221390e+01,5.292294396771556109e+01,4.862907159803991419e+01,4.418861282955273850e+01,4.168128173573688855e+01,4.234386738065123978e+01,4.719653262821802997e+01,5.744977438524156810e+01,7.348383500742814078e+01,9.039621776536037601e+01,9.548413989223706722e+01,8.436983137098403063e+01,6.836012771901827989e+01,5.583359442559720520e+01,4.794234960863873596e+01,4.348881959688681320e+01,4.117531098250499610e+01,4.003411272977209734e+01,3.944081686955352239e+01,3.908151012217549436e+01,3.887480986274662342e+01,3.884865130047220561e+01,3.904046264883916706e+01,3.946034668174448257e+01,4.009078305505680362e+01,4.089902048825909731e+01,4.185262644404511434e+01,4.291919499323717702e+01,4.406469378478467291e+01,4.525101221756573722e+01,4.643699749440130375e+01,4.758249628594882097e+01,4.864990853455715580e+01,4.960897968912834699e+01
2.989278531674752770e+01,2.978441872325340967e+01,2.941818942770351697e+01,2.867958657619915996e+01,2.757048936783519366e+01,2.625955065522522602e+01,2.504469943901188245e+01,2.424611355018962655e+01,2.411131344375705865e+01,2.475943479899787292e+01,2.607770017073545432e+01,2.756926483957513696e+01,2.837466240936595341e+01,2.791803255061083888e+01,2.665836437615026000e+01,2.573675358655397005e+01,2.613045910108874992e+01,2.835299784917625487e+01,3.214479035011870423e+01,3.546521596931200548e+01,3.509096321426210352e+01,3.125106321647932717e+01,2.744209794008740744e+01,2.583119913967051318e+01,2.690425896361328029e+01,3.062037628328791783e+01,3.592050211756368583e+01,3.905406660901562788e+01,3.672367070223266694e+01,3.146780804452425073e+01,2.700444189449876475e+01,2.437011020199991762e+01,2.320920696689498897e+01,2.289097430098221508e+01,2.288572584757969963e+01,2.290243796979980928e+01,2.292385030710213556e+01,2.309123927359805961e+01,2.352252932437533772e+01,2.421665724295441890e+01,2.506997217233192998e+01,2.593505454666400212e+01,2.671368101288279107e+01,2.738927581542821699e+01,2.801106676422977060e+01,2.863476961795183939e+01,2.928145912326207423e+01,2.992408368256507245e+01
3.493559557861578924e+01,3.487359974722301814e+01,3.433108882680315332e+01,3.319570555888157770e+01,3.155868589103975097e+01,2.972420120180048286e+01,2.808650635269075835e+01,2.697173385219184993e+01,2.653993769263167479e+01,2.671889786913227027e+01,2.715977959600008163e+01,2.728986341160543105e+01,2.672073604736248598e+01,2.574731535067303057e+01,2.527777999512187534e+01,2.640498403512273029e+01,3.036727366460449318e+01,3.869321492716026967e+01,5.110089303532206628e+01,5.757187908822808708e+01,4.825761713120019891e+01,3.573227288853391315e+01,2.856706634293439606e+01,2.655242688307943411e+01,2.882523004944674483e+01,3.537584425375295893e+01,4.450907891527512561e+01,4.829947338078447672e+01,4.224162398279358399e+01,3.402384365506996033e+01,2.865482937537425912e+01,2.618671090268084001e+01,2.559090888933229735e+01,2.585312756380404053e+01,2.616655358211939131e+01,2.616802090955456706e+01,2.600294075256647730e+01,2.602682043947758928e+01,2.646744440009761945e+01,2.731560012417117989e+01,2.838076675757783462e+01,2.941479190225953033e+01,3.024541564114499081e+01,3.085220514867291897e+01,3.132188851194035806e+01,3.176108006829410257e+01,3.222525222288738433e+01,3.270674183463041373e+01
4.230894532029525124e+01,4.559262289629490539e+01,4.847347335861107354e+01,4.948562329541686466e+01,4.742120224395207373e+01,4.269748386882172753e+01,3.716021474977259231e+01,3.250263143306939639e+01,2.948509612186509798e+01,2.820447792633969897e+01,2.841996163994771152e+01,2.953967382868817282e+01,3.046176134725827822e+01,3.005723741102909941e+01,2.838023736668219499e+01,2.675183540654995795e+01,2.653601299363619859e+01,2.866003625357548046e+01,3.367341182731338023e+01,4.064217721013773854e+01,4.467577274440667878e+01,4.129646777090380994e+01,3.468095634049544174e+01,2.993104891461015171e+01,2.815254551098696112e+01,2.872082806714112024e+01,3.055416195481056008e+01,3.193113372802063665e+01,3.159100478946326618e+01,3.004492117341849777e+01,2.861595434488570433e+01,2.797033415375065957e+01,2.798926251136394683e+01,2.817291680525066155e+01,2.808865329608185490e+01,2.774789296880191358e+01,2.751057229650326263e+01,2.772543903412487154e+01,2.849430974079243484e+01,2.964699716179960021e+01,3.084102529989569419e+01,3.175141632852168883e+01,3.226941561897153576e+01,3.253253952415791161e+01,3.277840972083649262e+01,3.317846071974996391e+01,3.377519623494971057e+01,3.448706235171507473e+01
5.027733098294870473e+01,5.799354253974599516e+01,6.732173717820784020e+01,7.514483414266375405e+01,7.556697598616435130e+01,6.627743076343189443e+01,5.295133816714333364e+01,4.159783254617652659e+01,3.398397137408812085e+01,2.968712222000485923e+01,2.796771159005742646e+01,2.823496973325354631e+01,2.986695325838718418e+01,3.181961185392153268e+01,3.267607097718360620e+01,3.178142530876522542e+01,2.998101953480124848e+01,2.856476307678663318e+01,2.823579236790161318e+01,2.900297345839156193e+01,3.026335062861696557e+01,3.108950974522714361e+01,3.084067274218931942e+01,2.975644193884562583e+01,2.858988281336614889e+01,2.778704017827439543e+01,2.754463125568203452e+01,2.776869830816642093e+01,2.835453945763756067e+01,2.927639969844106815e+01,3.050021951706255052e+01,3.181072917359584551e+01,3.269712465908344967e+01,3.272144171711106253e+01,3.194720004878151087e+01,3.097347114126722900e+01,3.040560156544504622e+01,3.050769640125052007e+01,3.120416638949872024e+01,3.219699660746353231e+01,3.312536419876281713e+01,3.373736113882806364e+01,3.402544457748516749e+01,3.415875241136153306e+01,3.434630202443508296e+01,3.471000188474247494e+01,3.524899498880227355e+01,3.586225636932103811e+01
